author,comment
Cooper Slays,I wish I could go back to the opening day of this movie and experience it for the first time again
die345,Epico
Ishan Pandey,Hats off too MARVEL for making a type of thing which is attached to our hearts. Luv U  3000.
Iam Human,It's February 2022 .still we are watching
ChiknNRice,"dr strange: out of 14,000,605 outcomes, we win 1 of them
black widow: shoots bullets
dr strange: is this a joke to you?"
Shane Ocampo,"I really missed this movie. That time that this movie was exclusive on theaters and we're going to the cinema to watch the premiere on the very first day. That time when my body has a goosebumps. Man, good old days. I have a lot of stories to tell to my grandchildren soon cause they won't experience how we experience on this movie."
Byren Huang,Seeing Steve Rogers in that flashback still gives me the feels. He went from the guy who gets bullied to the guy who makes sure others don't get bullied.
Joseph G,It’s time
TPR Shadow,"Probably the greatest movie of all time no doubt 
The hype, the execution, story, surprises, crying moments, happy moments, 
No one will forget 
Iron man 's death scene"
Arthur Faria,Epic
Sad Trombone,"The Avengers will win..

Whatever it takes."
Aathil Ameen,Never have I ever like this goosebumps even it was released two years ago the best of lifetime movie no words
Monkey D. Luffy,It's been 3 years but I can still feel the hype
Flexy,epic T-T
Profound,Even though I've watched the trailer and the movie many times this still gives me goosebumps 
die345,Me gustaa
Tyrell King,"Captain America -whatever it takes 
Black widow - whatever it takes 
Ronin- whatever it takes 
Iron man - whatever it takes "
OM 9.8D Clash,I remember I was so hyped for this movie
Sad And lonely,"Stan Lee, thank you so much for giving us our childhoods, our present, and our future. Heroes to believe in.

Rest In Peace, you are our true hero. ️"
Thomson,Still gives me goosebumps till this day
GurjotKaler-_-,The hype for this movie and infinity war will never be the same ever again. My two favourite movies as well it wasn’t overhyped like some movies lived up to it
die345,Me gustaa
Kevin,I don't know every time I see this trailer I get goosebumps.....
FAdead XO,Miss this time
Skiiman,Endgame looks like an even more ambitious crossover than Infinity war was. I don’t know how it’s possible with literally half the universe.
Hol M,I literally watched this movie everyday this summer!!! Best movie ever
Siva Joseph,"No one can forget this movie
Epic "
Deleted Devil Deleted Angel,Man I hated watching this movie for the first time I legit was sick and vomited through the first minutes of the movie even the male bathroom was at the end of the hall and I didnt make it! Man sure am glad I rewatched it the 2nd time and figure out what happened great times
RE$PECT,After 2 years still gives goosebumps
JRM,Man I was grade 9 when this movie came out now I am 12 and this trailer literally came out when I was in school
Captain Memez,"Thanos : No one can kill me
black widow's pew pew gun: hold my beer"
Grippie,"Watched the movie so many times
But the trailer still gives me chills"
Ankit Ghosh/das,Can’t believe that it’s already 2 years since this masterpiece was born…….
"varuthapadatha tg, lol sangam",Still comments section active 
Natistics V2,This is probably the best trailer for a movie of all time
The Ox,I don't think there will be another movie like endgame and infinity war
Vishal Reddy,Imagine the most hyped movie of all time LIVING UP TO THE HYPE
Joe Showell,still get goosebumps of the full theatre screaming and shouting what a movie
Cyber Guy,Now this does put a smile on my face...
Sleepingnowpls Productions,I'm so excited for this movie to come out!!!
Gumer Zambrano,Whenever I rewatch this trailer I feel the immense anticipation I felt leading up to Endgame
die345,Me gustaaa
Dante,"I think a lot of people missed underlying theme of ""will"" and how it shifted between Infinity War and Endgame:


If Loki had allowed Thor to die, Thanos wouldn't have gotten the space stone."
NISH,Can you believe this was 2 years ago
Muhammad White,I will go see this movie the second it comes out...
D_Gamer,I still remember when i was hype for this movie
Jack Studio 🇺🇦,Even today I still get chills watching this
Venkat Narayan,Let's Start Over.
Avery Hosler,I loved the theme song the way they did it in endgame
AdzzieMac Edits,we couldn't have gotten a better farewell movie if we tried
Pool_Dead,Thanos failed to make the balance but now corona is trying to make that balance!
potato,i still get goosebumbs while watching the trailer
Shreya Verma,Omg I got Goosebumps all the time when I hear the main sound️
Nono Ami,Bring it back to the cinema with all deleted scenes!
NASIF ZAWAD,"1:48 from this..it gives me goosebumps every time 
Really miss those days ️"
Lucas nesey,<3
Antonella,When you realize that this will be the last time we will see the six originals together.
Swiftieforever13💜👑,That theme Oh my just Fabulous I dare all those other companies which movie theme can even beat this classic masterpiece
Pu1se is cool,"Hawkeye shoots arrows

Thanos: Am I a joke to you?"
shiny sony,Biggest regret of my life is that I did'nt watch this masterpiece in theatre
Arav Bhai,"It's not just a movie, it's emotions.️️️️ Love you 3000."
Raziq Syah,Miss this
Michael Suezo,Rewatching this trailer still gives me goosebumps
Murot Lovery,Love
Ri Ri,1:58 that Marvel sound track always gives me goosebumps in every single movie
madison connolly,2 years later and i still get chills watching thus
Marvelous,0:04 thats how i feel about the movie  we will never experience this type of energy ever again
trailar of films,Superb
Cubick,"I remember seeing this trailer being uploaded, the hype was real, wish I could go back in 2019"
Aayati Desai,Not me rewatching every marvel movie trailer
Knightmare,"We will watch this on the first show.
Whatever it takes

Whatever it takes"
SerelTheGreat,2 years ago still give me goosebumps even i already watch it hundred times.
88 rakesh Naik,Hype is real that time
die345,Epicaa
Anshit Tripathi,Still this trailer gives goosebumps
Mina Naguib,Take me back 
Dawson Hobbs,"“Whatever it takes”
Alright so who’s dying "
prince,"It was a lifetime experience when I saw this movie in big screen.I'll never forget that moment and that feeling.If I alive I would tell the kids after 20,30 year that we the people are have experience something incredible in 2019"
Henry Chang,"When you're going to see Avengers: Endgame again
Friend: You just saw the movie few days ago, didn't you?
Me: It seems like a thousand years ago."
Kaif Mirza,"We will still remember this movie 
WHATEVER IT TAKES"
Mannagoo,The goose bumps man. It still hits hard
MOVIE INFO,️️️️️️
Anime_editzz,After watching this trailer 100 times it gives me goosebumps
LORGAN,Bring back iron man character.
Djaider Abdou,"they protec

they attac

but most improtantly

they need the infinity stones bac"
gary matus romero,Dos años y aún no lo supero 
"Sharma Saheb,PSO Wing-ll","In the theatre when all the Avengers Assemble A loud voice came form the crowd 
“ Wakanda forever ”
But one little voice said “ We will whatever it takes ” golden words of Steve with true meanings"
johnny cesareo,
`mackenzie♥︎,"We just watched this movie again this afternoon and yes i still get very excited by every scenes , i miss them, that's why im re watching it all from the start"
die345,Epicaa
Youssef Tamerr,"Friend: dont you ever get bored of watching these old trailers
Me: i can do this all day"
Srivani P,It still gives me goosebumps
Azhureus,Even tho I watched both films like 100 times. Im still coming back to this. The hype back then was real !!!
Raj Vardhan,How does everyone in outer space know English in M C U
Naman Shrivastava,The trailer is still giving me goosebumps.
Naga Sari,"2019 Avanger endgame,ok no more Avanger,After 5 years..at 2023 in cinema Avanger united and ironman revival."
Evil Slayer,I am jealous of DR STRANGE cuz he has already seen the movie
Mirayah,Ready to risk anything to watch this movie like its my first time again-
P×3,"They finally showed iron Man with avengers back again...Such a relief
1:57"
The Man With the Annoyed Face,"I first got into the MCU when Infinity War was a month away. My friends wanted me to see it with them and I ended up binging all the MCU movies and shows. By the time Infinity war came out, I was beyond hooked. I'm truly glad I got into this and got to see Endgame on opening night. You just can't beat that feeling of seeing it and clapping with like minded people"
aryan assad,I still get chills watching this 2 years later 
NathanKO,"Avengers 5 the real endgame
Avengers 6 realest endgame
Avengers 1000 Real real endgame"
The Only Thijs,"Now that the hype for this is gone I’ve thought that maybe there wouldn’t be another chance to feel the excitement of waiting for this movie, but with No Way Home coming out I’m starting to feel the hype of it build up but let’s hope it doesn’t get delayed due to Covid"
SANJAY.S,Is I'm the only person Watching this trailer in 2022
Lydia Mar,"You didn't see him, but Drax was in this trailer"
Aman Deep,"Excitement level never gonna down 
No matter how many you watch this trailer ️"
Nabeel Mallick,"All people in the Multiplex were on there feet when the last fight was happened,there was a God of Goosebumps at that moment which I found in my whole life."
belle,3 years wth-
Yashya Srivastav,"I am very grateful that I lived the Marvel era with great enthusiasm.... Because marvel, RDJ and the whole cast are emotions that are attached with us....️"
Ren,Historical history.
user,"The End Game
End of an Era
We were lucky to be part of it
Avengers Forever"
Julius Bambus,I really wish to go back in time and become a Marvel fan before Infinity war 
Babushka,It’s been 2 years and I still get emotional.
Subrat Kumar Mohanty,Youtube recommend this now
Siddharth Patel,1:58 That music still gives me chills.
_CRIS_,2022 Still watching
Δημήτρης Κλεισιάρης,Black widows superpower is to synch her attacks with the sountrack.
Jonathon Lavigne,This movie will be amazing for all infinity!
Steve Rogers,Captain America & Black Widow back with their classic look
BearsFan 15,I wish I could go back and watch this movie for the first time again
Kashyap Maddala,"I still get chills watching it, but nothing compared to the first time. It was all I could talk about, and it fulfilled so many character arcs."
sorbor,
Optimus prime official,One of the best movies no doubt 
Sayed Afredi,Marvel Studios is the Best Super Hero Flim
Thodoris Bladas,"The pencil that Antman uses to jump off is the same John Wick used,John Wick confirmed for Endgame"
Aaditya Tanwar,That hype becomes nostalgia ! Time flies
ramkumar goglobal,Love you 3000 !! What more to say such a epic set of films
Alba Palacin,"đón chờ những ca khúc tiếp theo của Phúc, càng nghe càng thích giọng ca của Phúc ️"
ruth x,watching this in cinema will forever be the craziest experience of my life. the adrenaline in the room was insane
Charlie Loboda,Best trailer and that’s fax
The Kubrickator,"This is gonna break the box office on first day itself

edit:Thanks for the likes"
Pradeep Pawar,"This movie tells the time line of last 2 years ,EPIC!!"
EDM,I wish I can wipe memory about this movie so that I can feel the same feeling from watching this for the first time.
Nathan K,After Disney botched Star Wars so bad this is probably the last time so many loved characters will be on screen together. Glad they didn't make Captain Karen the hero like the rumors said.
Raghul Sivanandham,Still avengers bgm give me goosebumps and still its my top movie series it's not only a movie avengers is an emotion.
Adrian Ahmed Rifat,Thanks  you ️
Dev Aravind,"People watch the trailer after it's trending.


Not us."
Manuel Flores,Watching this in a theater was a once in a lifetime experience
Pranav Shinde,"Some people can wait for this movie ""BUT NOT US.... NOT US""
I will be there on April 26 ""WHATEVER IT TAKES"""
Racram04,"I remember when I went to watch this movie, the crowd went nuts when cap said ""Avengers Assemble!"". It was before the lockdown."
Nazanin,One of my favorite movies️
TOXIC DOMTHEGREAT,It's sad that avengers endgame is the last avengers movie i wish they will make a new avengers movie without RDJ And Chadwick
Ashish Srivastava,Watching this epic movie in theatre was simply UNREAL
Reverse Now,I just watched this
Geo King of West Village,"Tony: 
God it seems like a thousand Years ago
I fought my way out of that cave
Became iron man"
Oppai-Follower,God ! I would give anything so I can get to experience these movies again in theater. The hype was so real and shocking around that time.
huhhuhhuh,I really wish I could experience IW and Endgame for the first time again
Mayur gamerYT,Love u ️ > 3000
Darun,“That felt like a thousand years ago” it really does  I miss tony man… yea sure I can rewatch the old movies but it’s just not the same
Adam Atif,This movie was just fire.
JaredTSM,"Dr. Strange watched 14,000,605 million versions of this movie. 


So lucky. :( (Happy he didn't spoil nothin tho)"
Hoor Binmahfoz,I don’t know why but I just felt like watching this and I started to cry like I swear this is the best movie ever
Riley Karanik,You know the things I noticed in the trailer are scenes altered from the film. Marvel led us to believe that James Rhodes was going to wear another War Machine Armor only in the film to be revealed as the Iron Patriot Mark 2 which technically is the War Machine Mark 7. They altered the colors to hide the surprise. We were also led to believe that Bruce Banner was going to be himself much like in Avengers Infinity War only for him to become Smart Hulk by fusing the brains and the brawn together which was complete genius on their part! Then another thing they managed to change was that all of Thor’s scenes not including flashbacks in this trailer lead us to believe he was going to be the exact same Thor we got in Avengers Infinity War. We never thought for a second he was going to use Mjlonir since it got destroyed in Thor Ragnarok. Also we all know what happened with Thor in Endgame and let’s admit it… when we first see the trailer we all thought the final battle scene on the destroyed Avengers compound was going to utilize Thor from Avengers Infinity War. So those are the things I pointed out.
Bat Man,"Teacher: What is your hobby?
Random Student: Collecting Stamps
Me: Watching Trailers Back"
Senpai san,The hype was so good miss this experience
M santhosh Kumar,Love from india 🇮🇳
Devakinandan,"THOR:Bring me Thanos
ME:Bring me April 26  :-)"
Akshit Sahni,god 2 years since the trailer came out! time flies
GearzFPV,That shot with war machine and rocket looked cool
Jordandalo,"I wanna go back to 2019, such a good year before everything changed"
Jayesh Verma,Mahn! Why do I keep coming back! It still gives me goosebumps like watching it for the first time.!
die345,Vamoss epicoo
SourCreamSheep,The best theater experience I've ever had. This movie and the rest of the MCU is a masterpiece and no one can change my mind.
Rocky Alvarez,best superhero movie
friendsza,"My grandchildren: who’s the avengers?

Me: it all seemed like a thousand years ago..."
Johnathan Lee,"Honestly, if this was the last Marvel film, it would’ve been fine with me "
Maria Geraldyn E. Peralta,"Thank you for releasing this movie before pandemic, Philippines witnessed it in theaters. But now 2021, we can't it do it anymore."
Mahmood Mohamed,Guys from where i can get the Full Avengers End game movie i want to watch it
ABHIPSA KOLEY,"Whenever that iconic Avengers music comes to play....
Familiar chills all over the body"
Lee,
Aresh,Thank you NASA for saving Tony and bringing him back to Earth
Kristen Cardwell,This movie was so good! And it was only 12 hours long!!
Safa Çağdaş,This is the best trailer for a movie.
Subi Akto,1:40 where this footage coming from though? Nat in shooting range. Why I don’t remember it in this film
Marvelversetelugu,This..is .real masterpiece 
Santosh Kumar Desai,Biggest lie of this trailer is ripped Thor!
Sonic10spider,I'll do you one better...
Keshan26,2 years later still watching the trailer for that hype
あ な た の 悪 夢,Some people see Drax
Oliver S.,"Everyone taking about best moment: black widow, iron man, ""avengers assemble"", but for me in the cinema everyone just loved the moment they began the time travel journey, it was so epic!!"
John Henson,I will always come back to watch this trailer...whatever it TAKES
die345,Me gustaa bro
D-Joya Gaming,Just watch this again today and man tears just began flowing down hoping I can turn back time
JESVIN K SHIBIN,I like this one
Vidhi Yadav,"As there are 50 shades of grey
There is also
100 styles of hair of Black widow"
Wally Webbs,"Not ashamed to admit that the part of the credits with the signatures was the only time I’ve ever cried in a movie. The first iron man came out in first grade and this was right before my high school graduation, talk about perfect timing"
Aslı Aktaş,i'm still here and i miss the old days
COMMON PRO FF,Whatever it takes
King Stut,This gives me chills
WhoAteMahDonut,I would have had a better experience of endgame thanks to some crying baby...
Anas Saifi,"*Natasha practising with small dual pistols
Thanos: am i a joke to u??"
WCC Combat,Omg the nostalgia 
Thanos,A man is happy!
NuuB Pogre,"To think I will never, ever hear the Avengers theme song again brings a tear into my eye."
RealBaal,"I laughed too much, but then I cried to much
What are you doing Marvel"
Mrcelloexe,"I love how they barely teased the story, helped with the twist alot..."
itsSandanuK,Whatever it takes! is there anyone watching this remarkable legendary trailer in 2021?
an đông realistic,Rethinking and realizing: this was the latest MCU movie I enjoyed in theatre before the pandemic and quarantine. Kind of a literal Endgame. Coincidence? I doubt.
Saketh Kotturi,"1:39 The music links up with Black Widow shooting, and it's so satisfying."
King Stut,This gives me chills
Daanyaal,"This phenomenalness of this movie was unexplainable, the hype was something else, and as much as I would love to see DCs hype train take off I can’t wait to see Marvels future"
Will Ballard,Whatever it takes
SRIMANT CHHOTARAY,I'm here again watching this trailer after shang chi movie and I'm hoping to hear this avengers theme very soon
EmRaLdSwRd,"1:00 Thor: I saw all these people die
Thanos: Well you should've gone for the head!"
Jamo,Oh I remember I didn’t watch this! Didn’t want any spoilers lol... pretty epic trailer
Ragava D K,It's really unforgettable 
Joseph Wong Xin Xiang,Ironman 5: Return of Ironman.
David Wiese,"I remember when my mom wanted to see Black Panther. She had never seen any of the Marvel movies up to this point. When Bucky showed up at the end, she asked who he was. I said ""That's Bucky."" Then she asked what his story was. I said ""Mom you just need to watch all the movies."" From that moment on, she was hooked. We ended up binging all the films in the series and got her caught up just in time for Infinity War and then watched that and Endgame together. To this day she is a huge Marvel fan and these movies and characters carry a lot of sentimental value for both of us. Soon we'll be watching Shang-Chi and Spider-Man No Way Home. I think the sheer amount of hype for the MCU is something we'll never see again. These movies truly are a special and remarkable cinematic achievement that brought so many people together."
donna bruce,I just saw someone say that avengers endgame wishes it was iconic as Monica's gang a adventures in time 2007
Peqi Penguin,"People before endgame: captain marvel will beat thanos

Rat: hold my cheese whizz"
Dominique Salazar,Ahh to relive this moment!!!
•-•,Avengers made me cry while rewatching every trailer and movie……
Potatonator,Take me back
Helen of Melbourne,Not since Return of the Jedi has a fantasy been more anticipated -- this made CINEMATIC history ...
Mohammed Irshad,"Its rly been 2 yrs
Hmm: "")"
Fiction Cell,"Avatar 2009: All time highest grosser
Avengers 2019: On your left
Avatar 2021: On your right
Disney: On you left"
Marvel.things,Wish I could watch it again without knowing what's gonna happen!
Riande Misterios,La película más épica del UCM ️
Shut Up,But... what if the population of the universe is an odd number?
Itz Nobody,I came back to this trailer to make myself cry once again.
Gabriel Camargo,Can't wait for this one
Wilmer Pivaral,Whatever it takes
Rick the jelly roll,"Tony's not afraid of death, death is afraid of Tony"
Otávio-aguiar,I love  you  marvel  i love  you.......
sanjeev puri,The film should be 4 hours long they have a lot to tell us.
Airiohuodion Israel,A Classic already 
Keen Meng,"I'm not sure there's others as well, but this is the only trailer that I saw, basically tells us no info, nothing at all about the actual movie, yet still making everyone hype as f when it first came out. Truly remarkable in the whole cinematic history."
MewFishMeowscles,"I like how Fat Thor isn't shown, and in the poster it's IW Thor. They really needed to keep the Big Thorbowski a secret xD"
Conan Loughran,Whoever still watches this is a legend
Nick Sanchez,Will never forget the feeling of watching this for the first time..
luzuo,"And if we lose?
We'll do that together too..."
Sharonith Premkumar,Recommended after 2 years... Still the best one... Forever...
Sushmita Rai,"Good old days .....
I miss Iron man "
Dx SACHIN gaming,
SNOWY'S WORLD,I can't even watch this movie again whenever I do I cry a lot
SID FOOTBALL STUDIOS,I’m iron man
Muhammed Haseeb,Literally goose bumps 1:50 
ツsᴋɪᴛᴛʟᴇs,Watching thr movie first before the trailer is a wholesome experience
Enigma,BREAKING NEWS ENDGAME HAS SURPASSED AVATAR FOR THE HIGHEST GROSSING FILM OF ALL TIME
Somayah Aljondi,knowing I will never be able to experience this ever again like I did the 1st time I watched it in theaters
Shaira Alyssa David,How i miss this movie. I remember the time when my brother was so excited to watch this was still in the hospital hoping to be cured. But sadly he didn't get to watch it because it was already his endgame.
Dinesh Chauhan,Tony will we back
James Caldwell,Can't wait to see it
Shriram Pardikar,Be ready Indians on 27th March 2022 For the trailer...It will be breaking all time most viewed trailer on YouTube history!!! KGF CHAPTER-2Will Beat Infinity War...!!!
Rahul Kalia,"Black widow:- This is gonna work Steve??

Captain America:- Obviously we have your pistols.....We will definitely win this time.   "
BagelTrinity,The universe will respect him. If he some how survived he should be worthy because he just sacrificed his life for his daughter and the rest of the beings in universe
Dash kry,Ughhh the hype this movie had was something out of this world. The whole world came together!
mr cool,️️️️️️️️
A Person,Man... If only I knew about The MCU at the time of this release... And if only Johnny English 3 came out a few years before Endgame... And if only I didn't get spoiled because of people talking about it on the internet
ExclusiveClip,"1 minute silence to those didn't watch this in cinema, missed this movies so much as this pandemic had affected the whole film industry, not a single movies currently met the standard before this pandemic."
dillan botha,Youtube: let's recommend this to an unsuspecting fan so they'll realise two years have passed
Brianne Keys,God I miss the anticipation surrounding this movie I don’t think I’ll ever have a movie experience like this one again
KabirPhoto,"Also, Peggy makes 3 cameos in the movie. One at Camp Lehigh, one at the end and her voice in this trailer."
Manisha Sirohi,Oh my God
A russian guy that doesn't smile.,"Don't worry people, for i am iron man will build a time machine in the future so we could experience this hype and craze again and again in the theatre's!"
Petter 816,See you in a minute
Justin808,Due to certain security measures Thanos is now wearing his helmet
Kirk Hepburn,"Oh man I still have goosebumps on watching this trailer again! I still remember when it first came out, I was driving and some notification poped on my phone and when I saw it was the long awaited trailer for endgame I immediate stopped the car cause I was flabbergasted, and then I watched the trailer with joy, excitement, and tears! ️"
Awda,I've watched this trailer so much that i'm concerned for my mental health...
D Akash,I like this one 
Emmanuel Jeremy,"Avengers - Directed by Joss Whedon
Avengers: Age of Ultron - Directed by Joss Whedon
Avengers: Infinity War - Directed by Anthony & Joe Russo
Avengers: Endgame - Directed by Anthony & Joe Russo"
Hussien S. Disomimba,best marvel era >>>>
regotror awespazing,"I don't know why I can't rewatch avengers many times as much us raimi's spider man triology.
by the way if tobey is back as Spider-Man I am happy to see ️"
yt premfamhead,I SAID BRING ME BACK
All Things Film,1:37 me running to the theater on April 26
amr elnegamy1,"Still think they made the hulk a joke,  he is one of the strongest. Every one took a role in the fight except him."
thatlegoguy,Seeing this in theater was a once in a lifetime experience. We all had goosebumps for three hours straight
Rakesh Kumar,Rip Black Panther
Ashwin Giri,"Gosh I very good memories of this movie, remembered when this trailer came out and when it was to be released, we played a cricket match to decide who gonna pay for the tickets to go and watch the movie, I remember our team lost the match and had to pay for everyone's ticket fee.but what a experience it was watching it with all your friends and knowing that you played a whole game to come here is something so special that I'll cherish throughout my life. Also my maths engineering semester paper was the very next day, and instead of studying I went on and watched the movie. Really fond memories of this movie man."
Mal,Still get the ghoosebumps. Until now
Phenoniem,Thanos is searching for the Infinite Gauntlet with infinite stones when it’s at Walmart for 20$
Xenoiddd :o,goosebumps
FJ,Whatever It Takes! 
MaskyPlayz2,"I am really sorry guys. Back in the day i didn't much know about marvel because spiderman was my favourite. 

Endgame was so popular and truely once in a lifetime experience. I missed it. "
Trikilz,It feels like just yesterday me and my friends were booking our tickets to see this. Take me back man
die345,Eoicooo me gustaa
J S,"Cap walks in and grabs a chair.

~So you spoiled the endgame"
Abhinav Singh,Bowyyyyy..still gives chills…15/sept/21
Movies World,"Tony and Nebula with avengers 
Thor meet Captain Marvel
what ever it takes
This is more than awesome"
Alex Schroeder,"Watching this again gives me so much nostalgia. I remember the unreal amount of hype for this movie between December 2018 and its release in April 2019. Me and my middle school buddies couldn’t stop talking about it. Now as a sophomore in high school I can truly say not only do I miss this time, this movie, the hype, and virtually everything about it, I miss the people I experienced all of it with :("
Safe,"I just realized, the red color only being present from the black and white montage represents Tony's color as *Iron Man*. Signifying that his sacrifice is the key to bring back the ""color"" of those characters in black and white permanently from their snap."
Stinky Kid,Why recommend me this 2 years later
cammqt,I’d give anything in the world to watch this for the first time again.
SMARTY TARIM.,"I think that Marvel should make a separate movie on Harvard Stark.
Agree?"
Cokezzz,"Roses are red 
Soon our favorite characters will be dead
But it can be avoided
If Thor just aim for the head!"
Turbo,“I fought my way out of that cave...”
Brijesh Basumatary,"Whenever I watch this trailer, it gives me goosebumps every single time "
Ronith Anand,wow.
Joy L,The soundtrack still gives me chills.
Rifat Hossen 120,wow
Baldeep Sarwara,"Marvel - puts random clip from movie in trailer.
Marvel fans - Theory time"
Zuyuri,"Admit it, Everytime we rewatch this trailer. it gives us chills like we watching the whole MCU trailers at the same time"
Paul BTW,Still gives me chills after 2 years! Such a perfect movie
Luke M,Still not as good as X-Men: Days of Future Past
MarvelManiac13,I remember when this first came out and everyone was so hyped. Now it’s kinda nostalgic
Braithen Savage,Did Thor dirty
david aguirre,"“Like the old man said, Together.”"
Reyn,"2 years had passed but i still feel sorry for the people that didn't got to experience to watch this in theaters, i remember back in apr 2019 that i told my dad that i'm willing to fall in line for an hour just to get a ticket for avengers endgame, dang that was the old times aaaa"
AtomicZeus,"0:43 Sometimes the best you can do,is to start over."
Aaditya Tanwar,Only one word : nostalgia
Aaditya Tanwar,The good old days bruh !
die345,Vamosss
Ultimate gamer 05,Endgame hype is real !!!
Pixelatid,"1:11 Some do, bananas "
Andrew Garfield,It looks like Hawkeye is back from playing Tag
Abdul Rafay,Tony's death has striked us the hardest.the only thing we want is bringing RDJ back as Tony stark.
Random_dude123,How much time and effort it took to get these stones just for Loki to find them in a drawer effortlessly.
Sherliana Christin,"been wondering, that scene where natasha practice shooting, it doesn't come out in the movie right or did i missed it?"
kakashi hatake,"Hawkeye is the best non liked , non respected hero "
die345,Esta chulla
Afham Kt,"THANOS:""I hope the marvel fans remember me in the trailer"""
MISTER F,I remember watching this the day it came out
Daniel,"Seems like 1000 years ago my dad pulled me out of school to go watch Ironman 3 in theaters, I don't see him much anymore and his health hasn't been too good recently"
King Supreeth,Just came here after men of culture podcast
Kazema,"Can't believe it's been 3 years!
TIMES HAVE CHANGED"
Daishinkan_909,Woah this popped up suddenly
Julia,TONY STARK WAS ABLE TO BUILD THIS IN A CAVE WITH A BOX OF SCRAPS!
Dark_Jeed,"After I watched endgame I looked up some theory’s and stuff but then stumbled upon people saying that in the movies original script or smth that Thanos would go to 2012 avengers and just kill all of them so he would know what he was fighting against in the future, then as he was about the fight the trio of iron man cap and Thor he would grab caps severed head and throw it to their feet. Now I really want an R rated avengers endgame version with all of that in it with lots of gore because personally I think that would be epic. Although probably never gonna happen."
Young Vinny,"Black Widow: shooting

Thor and Captain Marvel: lmfaoooo"
kartikey gupta,"Love this movie ️️
Just get it in recommendation
Such a MASTERPIECE "
Shejin Solider Gaming,"Best movie I have ever watched
Thank you Marvel for such a great movie."
Suraj singh,Whom seeing these after KGF CH 2 trailer realise.
Ahmed Aktar,You will never get bored from watching this movie over and over 
Yasin Neysari,People say no way home is best mcu movie. But IMO no way home is a very nostalagy and emotional movie and is very cool but is not the best. Endgame is best because is so epic and has very good fight scenes and very powerful script and finished all mcu story with sacrifice  a man who started and ended. Rip tony stark
Zhar Borneo,"My Question is ...

Which scene is fake???? "
ana,"ai mds que saudade, lançou no dia do meu aniversário e eu fui assistir e sai do cinema chorando igual todo mundo, uma saudade que não cabe no peito"
ᴛᴏxɪᴄ,I am literally felling the goosebumps i had when this released wish if we could go bak there for the one last fight 
Relaxing.sleep47,It's hard to promote your channel so that's why I comment here thank you
BRemruatfela BS005,"His legacy started with
""I AM IRON MAN""

And ended with"
B McB,"Don’t worry…she’s got help…still can’t believe they did that, risked it, even after 10 years of build"
dorotea cc,During the movie literally nobody went to the bathroom. IN 3 HOURS!!!
SRIDIP,"Literally got goosebumps after seeing it 
Even after 2 yrs "
Damtak Ligu,Still gives me those chills️
Vøid (Former username Rəmįngtøn),Wow
magic giraffes,Seeing this movie for the first time in theaters was the best experience of all time
die345,Epicardoo
Dacs,"Thanos Has wiped half of the Universe.
But not us."
adil,i know everything that happens and i still get goosebumps 
Fruit Salad,I would give anything to watch this movie for the first time again
cool runner,The BEST movie theatre experience
Kramer Reyes,i remember everyone was screaming and running so fast as possible at the theater they even tripped the floor
Ł. ꪜ,Don't know why but its still getting views 
Abdul-wahaab Khalil,Dude I cant wait for this to come out
princess zara,New young avengers
THANOS GAMING,I can't believe that we completed 1 year of this iconic movie
Kwasi noray,Amazing!!!!!!!
Turbotax,This kind of hype for movies will never exist ever again rn
Prokaryot,Iron Man
Games Bot,Whatever it takes we cried in theatres
SHAHi PRO,Legends watch in 2022
Spooky Pal,"Thanos
Plan B : Corona Virus"
AmigoShocks,"If there was a fifth movie coming out this is what it should be called
Avengers: Galactus"
Lemonade Juice,MONTERO GOES SO GOOD WITH THIS
Ailyn Gonzalez,GAHHH now tony and Natasha are dead 
mae.,i comeback to this a lot on random occasions lmao
Aiden Fiddler,I’m tryna look for comments about hype for this movie buts it’s all people coming back and writing nostalgia LOL I bet everyone was so excited when this was released bc i was so excited when dr strange 2 trailer was released
Dejon Bowleg,"When you've seen the movie but still come back to the trailer.

""Some people move on, but not us"""
Jeffrey Cortés,"Only thing can beat this is some random two guys the world haven't seen in years, with some boy, all coming together and saying hi to each other. 

C'mon Spider verse. You got this."
B Vlogs 2,"Endgame having a runtime of 3 hours 

Some people would say that’s really long, but not us
Not us.."
na peru neknduku,I still got goosebumps while watching this trailer 
Random Person,"I've watched this movie 3 times, and each time I watched it I burst out crying at least 5 times... I cried most the last time I watched it, cuz I know well what's gonna happen and I don't want it to happen again. This movie is so sad and awful- but I like it at the same time. Depends on if I'm in a mood to cry or not. The worst part was when ironman died :((. I just gotta say though, this movie was beautifully written and a masterpiece, even if I hate it I always come back to watch it again."
RISH VLOG'S,Who watching after doctor strange multiverse of madness movie
Droga_é_o_Dolys,"Was such a great movie! The way it builds it's narrative and surprises us at the end with something completely unexpectable... Also a great story of how heroes can fail too. The best movie ever. Yeah, I'm talking about Infinity War.
As for Endgame...Did not fulfilled 1% of my expectations."
mehmet cakir,"thank you rat, you are the only real avenger."
MR. MAN IN BLACK...,"This trailer doesn't even feels like 1 years old...
RIP Tony Stark...(Iron Man)
Love you 3000..."
Masked m3owllin,"This is hands down the most flawless trailer i have ever watched, it’s been 2 years already and i comeback everyday just rewatch this masterpiece. WOW. the goosebumps i get when i rewatch the trailer even for over 1000000x will never die "
