author,comment
WaqarDepp,Only 4 months left guys!!
Varun Singh,After 4 years still gave me some goosebumps
Sterling Littlejohn,I still get chills when I watch this trailer.
visible,Awesome
Manav,im still getting chills even tho I've watched this movie 50 times its crazzy
super hero's club,it's not just a movie it's a festival for Marvel's fan
nicolus anyitke,but this hhhh does put smile on my face
A Poddar,Literally I am screaming once again watching the trailer !! This movie will always be legendary. What a feat marvel studios achieved. 💜💜
Md Mahbub Alam1,Wah kya trailer hai hulk bhi daur raha 😂😂😂😂
Adarsh Singh,The best trailer and the best film in the MCU!!!
Bread-15,Avengers Infinity War > Avengers Endgame
Jijo Mathew,"SPOILER ALERT
Drax has mastered the ability to stay invisible"
Lochness Monster,"dear future generation, if you're seeing this, you witnessed the GREATEST CINEMATIC EXPERIENCE EVER, Go ask your dad about how HYPE, EXCITING, MARVELLOUS WE FEEL. Im sorry if you're born after Marvel's hyping us (I hope they still exist in your lifetime too) but ours was wayyyy more cooler and exciting! If you experienced this cinematic journey, I LOVE YOU TILL ENDGAME!"
Number Juan,you can still feel the hype after so many years
Priyansu covers😉,1 min Silence for new mcu fans
spidey fan,"After watching no way home ,i feel like infinity war is a masterpiece and can't be made again and again..."
Shshank G. Navandarr,"2:00 we could see hulk in the trailer
But how??"
SPIRIT,"Cap returns as the badass he really is......cant  wait
#TeamAvengers"
Ndabz,4 years later and I still have chills
Alok yadav,The hype was insane when marvel dropped this trailer
Terrence,"In a 50 years from now this will be called a old school movie and we'll will be saying ""This was legendary for our time"""
MP PHAROAH,This movie definitely lived up to the hype 🔥🔥🔥
Nehemiah Camara,"Can't believe this trailer came out 4 years ago, I remember watching it when it first came out"
visible,Awesome
דן שרמן,"It's been 4 years since the trailer droped.
Time really flies"
Fugienzo,Umm Marvel… why is there a hulk in wakanda? I thought Bruce used the Hulkbuster Suit.
Maria Stark,Almost three years later and I still know every word of this trailer (probably of the movie too)
christopher yuwansa,"couldn’t believe it’s been 4 years since the movie has been released, felt like it just had been a year"
FiediRPZ,"Just rewatch it for the 11×, and i still love it"
T REX 14 ff,Who noticed 🧟‍♂️ hulk... In trailer....
Jashi Roy,"Tom- i have been in team of Avengers?

Tobby- that's great, what is that 😅"
TESLA GAMING,Avengers fans cannot forget this movie🙌🙌
Julius Mani,"Someone’s actually right...

Is it just me or all of us are grateful and blessed that we are born and raised in the Infinity Saga era of the MCU??"
Loki,"Watching it in 2022 still gives me chills 
Best marvel movie till date"
superbuttercats,4 years later it still brings chills
Rahul M,Wait.. 2.00 what is that couple Hulk..! But I won't seen in theatre 🤯😲
Sai2424,"This is seriously one of the greatest trailers ever made man, goodness gracious.
Remember first seeing this? And having to wait what felt like an eternity to see the film?
Now that seems like an eternity ago. Regardless, this still gives me goosebumps like the first time I saw it"
Monty Fernandis,The world's needs AVENGERS
Magic the Greatening,I watch this like 4-5 times a week just cause
Letlotlo Sebbale,Easily the best mcu movie🙌🏿🙌🏿
m Raheem,This movie will be epic... It will rock the theater. Box office will be shaking... Can't hardly wait to go see this one... Marvel here we come...😎😎😎😎😎😎😎😎
n0tdiamond,one of the best things i've ever watched
Advit Shrivastava,I am missing the Avengers theme in theatre please bring Avengers back we need them
Mohammad Arsalan,Hulk just got spawned in the trailer.😂
Edward Chandler,"Still watch this trailer on a weekly basis, years later"
Mixed Plate,when The Avengers peaked.
Kuba Stelter,AVENGERS: ENDGAME
Eshaan Simha,There will never be a better movie trailer than this one
Som-Hi Barça,Tan épico que la gente después de 4 años sigue viendo su tráiler.
Definitely Not Loki,"Unbeaten, Unbeatable"
Bonds,1:59 wish hulk had the rematch against thanos. if not at this part then at least in endgame. haven't seen him go on a rampage in ages and who knows when it'll happen again
TofuWaffu,"SHEEEEEEEESHHHHHH

Edit: Still Good"
I Slay Goblins,"Just saw Black Panther again, the hype is even higher after that movie!"
Brick Palace Productions,3 year's later and still the 3rd best MCU trailer of all time Avengers assemble
Lochness Monster,i can't watch Endgame and Infinity War more than once again even though it is available to stream because this is a one-time mega experience!
Adnan Khan,Fun fact: dr banner didnt became hulk exept in trailer 😅😅
Parth Kaul,They shouldn't have included Cap's entry and him catching that spear in the trailer. That was my highlight of the film
Tech Strategy,Kgf chapter 2 film is going to break all  this trailer record
Sxndboyツ,A story for the gran kids.
Ryukishi,I'm proud to be a witness of this ICONIC movie.
Dan Garcia,100 million.... we can do this...
Flip,IW and Endgame coming out was a great experience to be alive
Abdul Idris,I miss the night that i feel empty and sad and stressful after watching this masterpiece
Andres Gonzalez,I miss these guys
Vishal Mehra,Its been 3 years and I still got goosebumps after watching this
BS GAMEZONE,Kgf fan like here 😂😂
Tharindu Hettige,It's about nine months I first watched this.... but this still gives me goosebumps....
Dandampally srinivas,Even today I got goosebumps
SP CREATION CAT LOVER,Legend never die R i p Chadwick boseman 😭😭😭😭😭 we love you Wakanda forever ♥️♥️♥️
GAMING HEIST,I noticed infinity war hulk was not coming in wakanda 🤣😂🤣🤣 trailer
Marc Mcloud,I will forever remember this amazing journey that I was on. These movies made me feel like a kid again reading through his old Ultimate Spider-man comics and Avengers comics.
Chhaya Salvi,1:59 There is hulk not the hulkbuster Veronica
Joseph Beltran,"""...We're in the endgame now.""
                    -Doctor Steven Strange 2018"
𝐴𝑙𝑙𝑢𝑟𝑒,This gave me the shivers
pricilla,The feeling I get from watching this trailer will be a feeling that will never come from anything else besides this
N. Pawan Poojary,Kgf 🔥🔥🔥🔥
Nova,'And get this man a shield' always gives me goosebumps
Alexsandro Oliveira,Omgggg so exited
Osman Avcı,BRİNG TO US AVENGERS 4 TRAİLER
Sahana Sahana,I will never forget this trailer
Matt Lo,100MIL VIEWS LET GOOOOOOOO
Edgyboiskeliton,The nostalgia when this trailer came out hits hard
Edgardo Estel,I just remembered at December 1 2017 when I first saw this trailer that I screamed really hard after seeing the guardians at the end 🤣
Sunrit Sengupta,There was hulk in the wakanda fight scene in trailer but he was not there in the movie lol
Jaama Bland,This still gives chills. 3 years later !!!. This was such a great movie UGGHH!
UW RAJESH,Lul in trailer they showed hulk running while in movie he was in hulkbuster 😂
Darkstarbucks,"“Thanos is coming...”

“Who?”"
Grant Freeland,The hype was real
blitz,I still feel the joy of watching this trailer after 4 years
Manoj R,Kgf only can break this trialer record...
Roxys,I still get goosebumps watching this
SUHAIL CHOUDHARY,"1:59 pr dekho green hulk h jabki infinity war m hulk green hua hi nhi😂😂😂😂😂
👍👍👍👍👍👍"
CJ,Who Waiting For Avengers 4 Trailer?
Nikhil Patel,It’s 2022 still gives me the chills
golu,"The hype of this movie was once in a lifetime.
Missing those days where we watched this masterpiece movie in the theatre.😭😭"
PIANO WIZ,"Justice for legends

Iron Man
Black Widow "
The Mighty Spartan 101,4 years and still I feel chills.
Selfish Makkar,2:00 ye hulk yaha kaise aaya 😂
Adil Hussain,Who is still watching it after its 5 months of release
x0n,Wow 4 years. Once in a lifetime experience 100%
Mohd Amir Azeem,I m watching it again...
SAHIL PATIL,"Can't believe it's been 4 years,feels like yesterday"
Clark Kent,"Idk why but I keep coming back to rewatch this trailer every few months. I remember when this trailer released, I was in school watching trailer the whole day and couldn't forget how epic this trailer is and also of course the movie itself too"
Gamer Boy,"Who see hulk On Thumbnail,😁😁😁"
brandon warner,I remember this like yesterday watching it when dropped on worldstar when I was in discount tires good times
King Cake 1103,Cant even remember all the rumours that we thought back then
Ungke Suleh,a DECADE of MARVEL CINEMATIC UNIVERSE ... andddd BOOOOOOM!!!
Jonathan Hertilus,This movie balanced so many characters and gave Captain Marvel the perfect amount of screen time.
JL KAKAROT,"Coming back now I was one of the first to click on the trailer, now seeing it at 250 million views is amazing"
RABI SHAH,Finally KGF 2 OFFICIAL TEASER COMPLETED 240 MILLION PLUS Views 🙄 WITH 9.3 MILLION PLUS LIKES
Dinesh Shetty,Wonderful ❣️😍
N,I remember this I went to the cinema
Satyajit Pati,"Fun isn't something one considers when balancing the universe but this does put a smile on my face.

~ Thanos"
The Inverted One,I can still remember physically shaking walking into the theater to watch this.
Omprakash Singh Chowpawat,I can watch this trailor for endless times
avinash k,When this movie goin to release i am super excited
junaxax,Will never forget this experience
Sheldine Ann Juan,The supremacy of this trailer to hit 256million views!
Tara Popović,Why is T'Challas voice so cool
Nathan Severs,2:00 I love how they edited hulk into the trailer
John Moore,"This was three years ago. If you are still watching this trailer after that long, you are a legend."
Naveen,Still goosebumps
Unknown Gaming,"I love how his voice is so fricking 😭deep,but his personality is whole different level,from sounding mean and rude,Big fan sir 🥰🥰🥰"
Shakur Faith,R.I.P Black Panther
kim kimondo,I'm so happy to be a Marvel fan.
Chandrashekhar Bhagavati,12 milion views more required for kgf🔥🔥
Nick 34,This is still the best movie trailer ever
Dr. Zishan,"Legends say that
Even after decades of the release of the movies, people will still rewatch the trailers of Avengers infinity war & Avengers end game"
ARGEE REN,"When they lose, I fall into despair and sadness. I feel like I am one of the half populations."
knoppipedia,It’s still fresh.
kill for fun,“Dread it run from it destiny arrives all the same”
Lil Pump,Better than Age of Ultron Trailer? totally
SpinoGamer TheGreat 🇺🇦,“But this....trailer......does put a smile on my face.”
Skyhacks,Cap's entry is the best part of this movie.
Blue Dog,"Ngl, I’ve never been the biggest fan of marvel movies, but I’ve still seen a few of em. But I remember when this movie was announced and I saw the trailers, I had to see it in the theaters anyways. It was genuinely a once in a lifetime experience to watch this and Endgame in the theaters. It caused me to go back and watch all of the Captain Americas, every Thor movie, rewatch the Guardians of the Galaxy movies, and lots of others as well."
die345,Epico
Gopikrishnan M,"If the trailer of a 4yr old movie that you've watched a zillion times still gives you chills, know that it was the best movie experience you've ever been to."
an1verse,It's been four years and i got recommend!
Zia Khan,Watching this trailer does not makes me bored... Its been above 2000 times i watched this😂😍😍
Kshitij Sherekar,The hype for this movie was so real that i still get goosebumps😍🔥🔥🔥
Filip Milinkovic,"I am Groot!
I am Steve Rogers"
Dolly Gamers,this video deserves a lot more than likes 👍🥳💥🤩😂♥
atewr -,"the things i would do to watch this for the first time again.
RIP Chadwick Boseman 🙅🏻‍♀️ wakanda forever"
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
Kim Jong-un,Everybody telling no way home has the chance to beat this masterpiece. The hell 😂😂😂
Saraj Sarkar,Wow just wow
Shaun Walsh Smyth,"I cant wait to have kids, so that when they are old enough we can all binge the entire MCU together and revile what will then be my childhood."
Danyal Alom,It's the same situation as endgame. It was so iconic seeing everyone together just like No way home when the 3 spiderman came together. I seriously can't understand how people watched this masterpiece of a movie and think the new spiderman is better? Now that u know when the spiderman arrive will u enjoy it again nearly as much? No. But with infinity war I come back to it as my top 2 movies of all time with Interstellar. Masterpieces the both of them. Thanos lost in only one timeline and in rhat same timeline the multiverse opens. I'm sorry but I can't get over how trash the plot of spiderman was. First 1hr 45mins of clearing his image and making cures for the villains? How is that compared to what happened in this movie. It acc hurts me that people think like this 😔
GhostPlays,The hype was real
the robinhood,"Avengers fans: highest trailer views in the world 253 millions

Kgf fans:Record.. Record.. Record.. I don't like records
but records like me..😎"
Luke P,"Honestly amazing to think that a trailer has over 250,000,000 views"
Samuel Nery,4 years already omg
Jonathan King Forever Studio,Thank you marvel entertainment
Swamp Blazer,Just few days left for 2022...but still feels the same when the trailer was dropped 4 years ago
Chinmay Sabharwal,Can't believe it's been 4 years 🤯
Ashok Donur,"KGF= let's END GAME

😘😘😘😁😁😁💯💯💯"
Avnika Singh,The music gives me chills still
Jack o' Plumkin,"""Officially wrapped on Avengers 4. It was an emotional day to say the least. Playing this role over the last 8 years has been an honor. To everyone in front of the camera, behind the camera, and in the audience, thank you for the memories! Eternally grateful.""
-Chris evans"
THE RIDDLER,"Imagine if everything ended with Infinity War. No sequels, no end credits. Just a silent credit with vast of cries and screams"
Dwayne Johnson,I think we can all agree with the fact that this  GOAT of all trailers
Corrupt Switch,Thor arriving in Wakanda is the greatest entrance of a character of all time.
Ethan lazar,Still coming back three years after the movie to watch this remarkable trailer. MASTERPIECE.
Achim Rares,"All the respect for spiderman, but the hype for infinity war is just something else. This is once in a lifetime"
Neel Ugram,🥳K.G.F teaser BROKEN THE MARVEL RECORD🤯
donutbread,I can’t wait for this movie!
Cinematic Universe,"Even if this movie is about 4 years ago now, No doubt that this is the best Marvel Movie in history"
weso2012,Who else wishes they can rewatch this trailer and the movie for the first time again 😢
Avnika Singh,Just here to tell that it's still alive and will be alive even after 100 years
Sabina Khatun,I Watching this trailer after 4 year♥♥❤❤
ULTIMATE FACTS,Still chills in 2022 ?
Nicolas Munoz,It's been 3 years since it‘s release in theaters and it feels like yesterday.
adwayne dc,Iconic
Dominic A Munoz,This trailer alone deserves an award
leopoldo Peydro,watching the trailer only hypes me more
Jamila Samra,I had good black mail material so it my little sisters first time watching through the mcu so I'm making her watch all the trailers and interviews to add to the experience 😌
The Wolverine,This was peak cinema
Angelica Espitia,Beautiful.
Phill Williams,Me still waiting for hulk to join the battle in wakanda
Starboy,"People: Cap's shield is indestructible.



Thanos: Hold my beer."
Sarmiento Gabriel,"I thought IW will be an one movie victory, but i waited a year to avenge"
Shizuka na Hito,"""Evacuate the city
Engage all defences
And get this man a shield."""
Tom,Tobey and Andrew are definitely edited out of No Way Home trailer. Just like how Hulk was rendered into this trailer. Endgame edited out overweight Thor.
BigShotz,This is probably the best Marvel movie ever.
MOMS SPAGH3TTII,Infinity War > Endgame.
micksk33ze,"I’m more of a DC fan, but nothing will ever compare to the hype that followed this movie before during and after the release. Then Endgame came and well the rest is history"
die345,Muyy epico
A. M.,"“I don’t wanna go.”
Truly heartbreaking."
PhillyPhilly _Lii,4 years later and this trailer still brings people back and gives them all the hype and chills as if it were yesterday. This movie will never be topped
Mephisto Hellson,Watching 4 years later....still gives me goosebumps!
NekoMagic,I cant belive this was 4 year ago...
Egoist,"I recall watching this in the cinema, and during the ending, everyone was so stunned even until the credit scenes started playing for awhile. Breathes were held, heart was heavy, incredible suspense!"
you dont know me,Did anyone notice that hulk was running 2:00
Rahul Kalia,most viewed movie trailer soon...........this does put a smile on my face
Adriel Del Rosario,Really miss this feeling where all the previous movies in marvel will end up in infinity war and endgame. This really is like a puzzle and it's beautiful.
Rohan Dodhia,"Came back here to see how Marvel edits stuff into the trailers. Hulk was never there, just banner, so they definitely did something in the No Way home trailer."
white 444,Anyone had seen Hulk was running in wakanda for the fight but in real movie he was fighting with Hulk buster.
Sasindu Prageeth,One of the greatest movies ever 🙌👏❤👌😍💖
Koustav Sen,with good argument they could have avoided this movie
Mcmilleee,The music is a huge part of why this trailer is soo good.
Emil Silva,the best superhero movie EVER
A11-Mitesh Barve,"Thor(infinity war):-where is Thanos 😡

Thor(Endgame):- where is my beer🍺"
die,DC could never live up to this movie’s peak
Random videos,This was really peak MCU ngl
Gamers City,Lol YouTube recommended it after 4 years to me
Patrick Fobert,My favorite thing is at the end we see regular hulk running
Cyan Yvette,"Sadly , 4 years and I still haven’t seen jt"
AP,"I don’t care what anyone says, as good as Endgame is, Avengers Infinity War is the best Avengers movie!"
Spencer Panes,Hulk running in battle of Wakanda makes me rethink the the trailer strategies of film makers😅.
Riley Zamora,"This is going to be us in the comment section years after Spider-Man NWH, same nostalgia and hype."
Shriram Pardikar,Be ready Indians on 27th March 2022 For the trailer...It will be breaking all time most viewed trailer on YouTube history!!! 🔥🔥🔥🔥🔥KGF CHAPTER-2🔥🔥🔥🔥🔥Will Beat Infinity War...!!!
Gary Vélez,There’s not going to be a better movie than this one
𝐋𝐞𝐟𝐭 𝐇𝐚𝐧𝐝𝐞𝐝 🆂🅳,When hou realize 'Trailers' don't depict real image_
TFC,"Rocket in Infinity War: ""There's one more thing that we need to complete the plan! Looks at Bucky That guys arm!"""
,I CAN'T BELIEVE THIS WAS 3 YEARS AGO! I JUST CAN'T! Someone take me back plz!!!!
Yaser Alosy,احلى سلسلة افلام
The Avengers Fanatic,THIS TRAILER STILL IS 1 OF THE BEST MOVIE TRAILERS OF ALL TIME
SpeeDude 016,Just watching this again in 2021 and realizing that shot from the thumbnail never actually happened.
Sudarshan Acharya,Kgf 2 teaser 254M views 1years
TheSmilingKnight,It's kind of sad when you start comparing the number of characters in this trailer vs the Endgame trailer.
Lochness Monster,MCU is the LOTR trilogy of our lifetime combined!
Shaun McGoldrick,Can't believe that even now this trailer still gives me goosebumps.
Ayaan,"I see you've come back after 3 years to watch this masterpiece, welcome home soldier"
Dhal Abhisek,"It's been 4 years,still it gives Same vibe♥️"
Prajwal Prajwal,"There was 1 mistake in trilar 
In trilar hulk is running 
In film hulk did not tranfurmed"
MartialKaiju98,"4 years ago, on my birthday when this trailer was released, I was stoked and excited to see this and did not know where it would go from there! Thanks for having me relive this moment revisiting it!"
Iathika Mohan,Why their is Hulk in last fight and thumbnail 🤣🤣🤣🤣🤣😂
George Lucas,This trailer is still a goddamned masterpiece.
Renz Noble,"I was a 12 yrs old nerd when this came out and literally jumping and screaming after watching it, i can't believe it was 4 yrs ago and I'm almost 16"
Derekoroman,It's been 4 Years. I remember how much I got hyped for this. Good old days. Now the same hype for Spider Man No Way Home.
Hussnain malhi,So No one’s gonna talk about that there’s hulk in the trailer (In the final battle) not Banner ;)
DWARIKESH,4 years of the trailer can't imagine its been a long time but still best Trailer of all time
Invest Now,I love Avengers. I want this trailer be on top of YouTube but unfortunately an Indian movie names as kgf has taken down his throne. It has 253 m views ang kgf has 255 million views. How the hell this happened 😭😭😭😭😭😭
Cupcake The Night Fury,"""Who the hell are you guys?""
Me at a family reunion"
Ajaya Krishnan,One word to describe this movie 'Masterpiece'
Zack Porras,4 years and i still get peter parker type goosebumps watching
GOODNIGHT,What was that hulk huh 🤣
Error,Man anything for a time machine to go back and feel the first thrill of watching these
OnLy BTS,"Wait wtf , Hulk??? Banner never became Hulk in infinity war"
Aditya Pratap Singh,"Random: How many times will you watch this trailer?
Me: YES."
Amha Ludke,"The hype for this movie is a once in a lifetime experience

No way home:- hold my beer"
D K,Who's here after watching Black Panther?
Benson Munene,"Thanos isn't something you consider calling balance of the universe, but this...... ha ha ha ha, does put a smile on my face😈"
ＦＡＹＳＡ¬,افضل سلسلة افلام بل تأريخ 😔💔
Krishna Sharma,Hulk is running in trailer 🤣
Raja Obilisetty,No words 🎆🎆🎆🎆🎆🎊🎊🎊🎊🎊🎉🎉🎉🎉
Melo Mitchell,I'm just mad that we didn't get the Hulk that was running behind cap at the end of the trailer
HowToDifficult,"Describe a move plot badly: A single father tries to end world hunger with his rock collection                                                                          

Edit:"
Shri Vathsa,Man the hype around the movie and endgame was so huge indeed an amazing time to be alive😍❤
Ramiro Garcia,My stepdad not a movie fan at all but he said take the day off and go to the theaters and enjoy it this is a once in a life time experience
Tasauf Sifat,1:44 BRUV WTF IS THIS IRON MAN
C 45,This movie is what DC wants to replicate but they’re to sloppy to execute it the right way.
die345,Epicoo
Kaif Solkar,This trailer does put a smile on my face :-)
Luna_135,O melhor filme da Marvel
Renegade24,Godliest trailer of all time.
Bahubaliii GaMeRs Zone,🔥🔥🔥
Celia Chan,Mantis is totally adorable lol
WEIRDO PRODUCTIONS,the last 30 seconds tho...
Dwayne Werleman,"Trailer released 3 months ago

Still gives me goosebumps"
Hugo Soto Claros,TREMENDO TRAILER LPTMRE
SwirvyGurvy,"It would've been funny if instead of a trailer for Infinity War, it's just Capatin America telling us to be patient."
Inam Ur Rehman,"After watching Eternals I'm Like - Thanos was right.. 
""I will shred this universe down to its last atom and then create a new one teeming with life."" (without celestials may be)
Suddenly every thing thanos said seems right!"
sandlee ×͜×⁩⁩⁩,"It's been 3 years and I still get chills from watching infinity war and endgame. New heroes will come and go but none of them could take place the way they did in my heart. Marvel can never be same like this before. It was once in a lifetime experience. The cinema went crazy. All it takes is a popcorn and cinema to get one of the best childhoods I could have asked for.
I just wish there could an actual time heist so that I could have watched it again from the starting."
BlackOps,2:00 is that Hulk? Are u kidding me 🤔
Chris Mitchell,"I will never forget the hype, Seems like just yesterday this released"
Felix Larios,I hate 2022 Bring me back to 2018 and 2019
,Just saw this who else loved it god can’t wait for next year
theGamerMansion,It's been 4 years already since this trailer dropped. The hype the trailer caused at the time was unbelievable. And now we're just 2 weeks away from Spider-Man No Way Home.
Sunil Kumar,Always in the heart ❤️❤️❤️ AVENGERS
ZETSU,Trailer be thicc until now 🐐🐐🐐🐐
2057 Mohammad Abass,"Fun isn't something one considers when balancing the universe 🔥🔥 BUT THIS DOES PUT A SMILE ON MY FACE
THIS MOTIVATIONAL STATEMENT 🔥"
Kumar MR,🔥🔥
Lalo Atromix 657,ANYONE HERE ARE WATCHING THIS TRAILER ONE HUNDRED TIMES? THIS TRAILER IS AWESOME
𝘼𝙢𝙖𝙖𝙣,The First Avenger Movie I have watched in theatres and still on of the best Avenger Movie in Franchise.
-Lena The Odd Human-,"I remember watching this trailer and rushing to cinemas with the joy of this film’s release , im still just as hyped watching for the millionth time"
Nandish Nandish,Kgf 2 teaser near to break your record stay alert
Broccoli_ gotmad,"I wish I could feel the hype again,just like the first time I watched this trailer"
Lolans Club,KGF 2 ❤️
Sufyan Ikram,Avengers 4 post credit scene should be a tribute to stan lee...
J_G,This trailer completely hides the crossovers
Matteo Cerasuolo,I want the avengers theme played at my funeral.
Tauno Tuno,Still the greatest movie I have ever seen …
アイエテリン,"This will have a special place in my heart, cause this was my first marvel movie, ever, if you exclude spiderman trilody and tasm that is, this movie is like my first Avengers/MCU film, and before endgame I sat and watched all movies that exist in MCU, so i know how much hype this movie was but later"
Regan Hadlen,Ahhh i thought it will be a full war all heroes vs thanos army at first i watch it :+(
YosMight Jr.,"Seriously if you didn’t watch this in theaters, you didn’t really experience the it’s true masterpiece for what it was made for."
Marvel x DC comics guy,I miss this
Samuel Rosén,WHO'S HERE AFTER THE AVENGERS 4 TRAILER?
Micheal Myers,I wish this phase kept going and going 😕 I miss these avengers as well as Thanos as the villain
ALVARO. JR,La ediciones que hicieron en el trailer y en la película me da esperanzas en el spider verse
Kn owl,The stakes  were high.
☣FalloutBoySVK☢,"This movies was incredible in merging and escalating an entire MCU chain. I remember watching Cap. America: First Avenger and first Iron Man a decade ago but oh boy, I did not see this one coming at such a grand scale."
Odinson,"No one
Me: Why is hulk in thumbnail and trailer in 1:59"
Adam Afandi,"Who's here after Spider-Man back to MCU?

So glad for it. He should be in Avengers 5."
shankar sagari,Still gives me goosebumps when cap comes on screen for the first time
abdulkhaliq abdi,"""There was an idea"" ""To bring together a group of remarkable people"" ""to see if we could become something more"" ""so when they needed us to fight the battles"" ""that they never could"" ""In time you will know what it feels like to lose so desperately that you're right but to fail all the same"" ""dread it run from it yet destiny arrives"""
crtx,Wow 👌👌
CruzitoG22,"This is the moment when we barley realized just now, that this movie was only phase 1 and the beginning of the mcu the extreme hype was and is still unexplainable"
777ruin,4 years...
AsianNation IslandPersuasion,"Justice League: 27 million views in one month.
Avengers infinity war: 21 million views in 9 hours."
Jayden Prince,No One Can Beat Hollywood ❤❤❤
Dark Souls651,I remember my English teacher at the beginning of class turning off the lights and turning on the projecter so the class can watch this masterpiece of a trailer before actually starting class.
Sescription 🅥,4 Years later it’s still as good as I remember it.
M-KING,Thanos entry still gives goosebumps 🔥🔥
Unggul Mulia Silitonga,Miss this ERAA
TRXN Design,"On this day (November 29th) 4 years ago this trailer dropped. 
Best trailer ever made. Period. Gets me hyped for the movie even though I watched it countless times."
jaffer jaffer,I love the bgm
Gaurav Patil,"Evacuate the studio, engage all X-Men & get these fans a cross over....."
عبدالعزيز السليماني,4 years later and I still remembering this trailer when it dropped
Captain McFly,It’s 2021 and still one of the best trailers ever made.
Tarun Parashar,great how they showed Hulk instead of Bruce in Hulk Armour
Captain Jamaica,We come back here because no other movie trailer will ever give us the chills this trailer did . Absolutely epic
Shopnil amin,feels like yesterday
Meerah,I cant believe its been 2 years since this movie came out.
Status Editor,This movie never gets old! ❤️
Santiago Ensley,This really puts a smile on my face
Smart Akki,"KGF chapter 2 teaser 254,160,407views 
Power of Rocky Bhai ❤️❤️❤️😎😎😎😎😎"
Brian Griffin,Happy Birthday to this Masterpiece
MOVIE COSTER,4 million hits soon
Jay Jey,Who else knows the entire trailer by heart and says the words along with them?
Vibhanshu Vaibhav,I still get those goosebumps everytime
Dylan Nguyens,Is no one gonna talk about how marvel blue balled us with the hulk being in the trailer during the fight of wakanda 😭
Andrea De Angelis,Still the greatest trailer in MCU history
Zubair B,Watching in 2021 and still getting goosebumps..🥶
NIT3 LT,2:00 where the heck hulk came from 😂??
Anagha Vempaty,"Every time I watch Infinity War and Endgame, I get goosebumps like I did the first time."
Planetary,I can't believe it was 4 years ago
brian kim,the fact that everyone  m e e t s  e v e r y o n e
Tony Stank,Came back to this after watching Eternals. Now we see a bigger picture as to why Dr. Strange had to give up the time stone and why the snap needed to happen 😳
Goku,It's still a nostalgic vibe 🔥
Amna Ahtasham,Batman is far better than whole Marvel Cinematic Universe
Status 2M,Thor's wakanda entry still gives me goosebumps 💛😀
Finley vlogs,Its better to replace Hulkbuster with The Hulk at very end
smellmyclock,"I shidded, farded, and camed In my underwear 🤭"
Enkhbayar Battumur,its been 4 years but still gives me goosebumps<3
Seth Moon,The ending of the trailer is still the most hyped thing ever !
Sharad Pillai,KGF 2 treaser near to overtake 👍
Hares Manek,When this trailer was released the feeling was tremendous❤️
Ace Saxena,We are waiting for Thor love and thunder trailer Black panther wakanda forever trailer The marvels trailer guardians of the galaxy vol 3 trailer and Antman And The Wasp Quantumania
brownstoat,Ant man was there in the whole trailer but you missed him.
Wolf Brigade,"Peak MCU right here. When you thought that Marvel couldn't replicate the magic of when the original avengers united for the first time in 2012, they brought out this."
SectionYT,"History is created in the world 
A trailer with 200m views"
Marvel Studio,This trailor is amazing I watch 100 times
Lønely Tai,"4 Years later and it's Still the greatest Trailer of All time.
''Destiny arrives all the same''"
Zx- Excalibur,"btw, what's the hulk doing their 😂😂😂😂 As we know, Bruce didn't turn to hulk in final fight 😂"
DBZaniack247,This movie was well worth the 10 year wait starting with Iron Man in 2008🔥
Hasan Iqbal,"Ilovethisgoddamn movie but i don't get one thing about it's trailer, at 2:01 there's hulk running in too with the avengers but the creators messed up all of it with removing hulk from both the infinity war and the endgame. Man I just wish they put the incredible hulk taking his revenge from thanos rather than regular bruce banner. :)"
Ahmed Harris,Still gives me chills months later
Trishna Nath,"All Scenes with Goosebumps: 
1. 00:56🔥
2. 01:07🔥🔥🔥
3. 01:23🔥🔥🔥"
Gf100,Spider-Man matches this in terms of my hype personally. But the sinister undertones to this trailer just really make this feel bigger than everything else
die345,Me gustaaa
John Raymond,"God, How excited I was for this movie"
Sai swaroop Sharma,"Trailer:- there is hulk
Reality:- there is no hulk"
Sohail Ansari,Captain America looks incredibly badass.
DJ DARON,I dont know why but i cant stop watching this trailer its just so epic
Darkerl,Can you believe it's already been 4 years since this trailer dropped?
Asad Ullah,After 4 years same Vibe
Diana,I still remember experiencing this in the cinema. i'm so happy that i did.
BenSShorts,THANOS LEFT TGE HEROES PANICKING AND SPEECHLESS
Grey,Day 56 of daily watching this trailer... what am I doing with my life
i Exist,Still gives me chills...
Joey Flower,"R.I.P Stan Lee, my childhood idol, and modern day super hero. Excelsior"
Kloudzy,I hope that in my lifetime I get to experience the way this made me feel again when I watched it for the first time.
jack thao,I still get goosebumps watching this.
Neerajsimransharma,Bc where is hulk in movie fight on Uganda 😂😂😂
Akshay S A,When you realise it's been 4years since this trailer got released and you haven't changed a bit.
Kaizen Rogers,IW is better than Endgame change my mind
seth anurag,"iron man - may 2008

avengers infinity war - may 2018"
preet kang,"STILL THE FEELINGS AND EMOTIONS ARE SO FRESH FOR THIS MOVIE.
# ONCE IN A LIFETIME MOMENT
## GOOSEBUMPS 😌"
Alexa Smith,I come here everyday to remind myself that I lived in an era where this movie came out and it makes me feel special. thank u avengers and mostly thank marvel and stan lee.<3
