author,comment
hunor6,Imagine people in a hundred years on Mars listening back to this conversation about government structure suggestions from Elon.
David Alvarez,"Like me time is running out
Even tho the math won’t give power it’s so called crown which I found stupidly 
Focused in the object logos not the practice"
Elijah Roberts Cinema,Elon sounds like he's giving a tutorial on a world building survival video game. I love it.
Robert Namen,"1st law , protect thy self ,2nd law, protect others as long as it does
not conflict with the 1st law."
Clay E,"Just superb,no fluff,2 intelligent people having insightful ,informative conversation,Elon really seems to enjoy answering Fridman's questions"
Johan Lund,"Great Interview thanks. Lex has really progressed as an interviewer. I saw him a year ago or something, he is not scared now not to seem clever, and he lets his guest shine. Fantastic work!"
Rich Waight,What an amazing conversation! So interesting to listen to you both <3
Jack Parker,"Of course say whatever I said ..
as a proud American... Well good or bad hyphenated American... America's must make each and everyone of us... Measure up to quality and not just complacent quality.."
Alexander Berglund,"Great pod, Elon really shone in this one! A bit shaky with Lex trying to explain the memes, but still great"
Krys,Lex speaks to fast !..today
Jeonggukie1997,"i can listen to elon all day , so much to learn and the questions lex asks are on point."
Super User,I thank my parents for giving me such education which made me capable of understanding this wonderful conversation of briliant minds. ️️️
Matt foreman,"Simply incredible interview, thanks gents"
McRobot,Luis Lunch in New Haven CT is credited with the first burger.
Beau B,I love how Elon started out the interview with such personality
LS TV,"#ElonMusk

If a true democratic society were to be transparent would not then peoples lives also require complete transparency? I.e. the abolishment of privacy?"
Paul,Fascinating to watch these two amazing minds converse. Great interview and great channel. You got me. Subscribed. :-)
Klaus Wagner,Fantastically interesting. wish I were much younger to have good time to study what came up!
Sylo,"I was gonna sleep but this master piece came out, amazing content as always!"
Lost Child,"I question whether we went to the moon in the first place based on the circumstances and difficulties Elon Musk is having with his endeavours.  They say we went to the moon over 50 years ago, so why is it so hard to replicate?   hmm"
Patrick Karnwie,With God everything is possible
Philip Campbell,Good for everybody that he's not evil
Jack Parker,I must say and maybe I shouldn't.... For fear of creating self-consciousness... orator has seem to transcend all limiting identities.... But I can say quite honestly... Being Russian can be quite impressive...
Richard Smith,Elon wildin
Hey it’s Anthony,Nice to see Elon be interviewed by someone intelligent.
Travis Fitzwater,"Smart Contracts will become pervasive.  Elon could roll out a flagship computational paradigm to instantiate a Smart Contract Approach to almost every conceivable societal interaction.  The Wolfram-Musk Method to sort out  the problem of sorting out misunderstandings and otherwise intractable conundrums that serve no purpose other than to operate as sand in the gears of swift, peaceful and orderly societal progress."
TheShorterboy,"The US constitution showed it is government that needs limits, not people; no law should survive more than 2-4 elections unless it's voted on again and government needs to be constrained."
Roman Romashko,"We need wait... So, it is looks as it is over."
Geoff Carr,"OMG Lex, honestly thought you were smart.  How did you listen to Elon talk crap.  Elon says the brain paints in the missing bit caused by your blind spot.  Lol.  That’s why you have two eyes, it blends the images together, it just not just compute the missing data and fill in the gap.  Cones for colour, no cones around the edge of your eye so the brain fills in all that data to that is missing.  You can’t make this stuff up, only Elon can.  This is the man with Neuralink.  And he doesn’t know how the eye and brain works.  If cones don’t provide data to your brain you don’t see colour.  The brain doesn’t go, oh, I ran out of cones half along the red car.  No probs, I will make the whole car red.  Yeh right.  Why then Elon do we not see colour at night.  If I walk outside and see my red car in darkness, my brain doesn’t say, paint it red.  Why not?  I know it’s my car.  I know my car is red.  Tell me Elon?  You don’t even know year 5 basic biology.  "
flickwtchr,"Ah, the libertarian multi-billionaire who just loves big government shoving him taxpayer money through subsidies at the consumer level, research and development level, government contracts, and of course big government shoving money via FED policy into the stock market. Oh yeah, a ""free market"" libertarian."
Happy Gilmore,I have never known anyone to interview Elon to have him think deeply to answer his questions. Such insightful questions from another bright mind.
Maroussa Metoxaraki,SO LOVELY!!!!!!
Reubs,U both looks great together 
Dion Wall,"TESLA I  SPACE WITHOUT ANY RADIATION PROTECTION, PAINT WOULD BE ON FIRE"
Pineapple Girl,"Aaaahhhhh Nerd ASMR. 


I listen to this interview during the day to learn, and then I listen when I go to bed to drift off to a peaceful soothing sleep."
Maggie Mae,"It's bananas, b a n a n a s, and I love bananas, b a n a n a s "
Sergei Zdorenko,Lex is the best prepared among all interviewers. Such deep and thoughtful questions!
Tos Ka,"""I got Elon to quote Shakespeare"" Lex is feeling romantic with Shakespeare. Enjoyed the bromance!  "
NeutronStream,Watched several Elon interviews over the years and this is by far the best I've seen.
Koen Mel,Its great how Elon takes his time to anwser questions
Nik sans,I love the questions lex asks lol. Always the opposite of what Elon would want to answer
Nathaniel Sanchez,"What if theory!! 

What if once people arrive to Mars (willing participants) they’re take control of like slaves or animals by the people already based up there! (Basically taken advantage of) Then the whole time people are told back on earth that it’s better than life on earth! Ouuuuwe I sure hope it doesn’t become that"
Skyler Sopp,"I admire and appreciate Elon and his unique/brilliant ideas. Reading the encyclopedia though, not sure that is one of his best ideas "
Maggie Mae,"Please use your reusable rocket on me, it's a hard problem yes, solved reuse please"
Marc San Pedro,"Lex - Fantastic interview.  I Would love to know Elon's thoughts on the competitive landscape in bleeding-edge manufacturing, specifically the additive manufacturing centric Space start-ups like Relativity Space and it's viability, and if SpaceX embraces additive manufacturing in general, the pros/cons, what types of components are produced, etc.  I am actually surprised i've never seen this asked - I find the technology Relativity builds (massive, highly specialized metal printers) highly interesting and it seems similar to the first principles type problem solving we see in Elon Musk solutions. On that note, might be interesting to explore interviewing Tim Ellis, CEO of Relativity Space.  (full disclaimer i have no connection to Relativity Space in any way.  My main interest is in how 3D printing is changing engineering)."
Fernando Sanchez,It’s so incredible to witness a CEO who knows and understand software and hardware technologies!!
Axel M T,thank you Sir. You guys are helping shape the new world
myke Does,7:02 Technically not Fundamentally
Christian Goldsbrough,"Great interview Lex, I enjoyed how your questions challenged Elon to pause for thought, and may have even changed his own thinking at one point. 
Can I ask what is the futuristic piece of equipment to your left on the show is "
jeremy T,I just don't see what's so encouraging about space x.
Patrick Dempsey,"Thanks for this Lex, great end of the year interview. I really enjoyed it."
Linda Pelle,Love Elon’s laugh 
Karl,"I wonder if Elon doing interviews like this is a massive recruiting advantage for Tesla. His description of the nitty gritty details of the technology underlying FSD must have sounded like programming porn (in a good way) to AI programmers. And if the leader of the company is ""into"" the process and product like this, it seems like it would be an awesome environment for a super-talented person to work in. Great interview."
severin wolf,AI vs 
Janie Miller,"Elon Musk is so adorable singing & being humorous... lol 
I admire Elon Musk/ he truly cares for humanity & is future forward thinking. Most important human alive that’s making the most profound impact on earth ."
John Gordon,You also have to deal with stupidity as well as wilfulness
Margot Tomasik,"I am so inspired at 59, that if I was younger I would study engineering and science to join his company. Young people need to listen to this. Elon is not only smart but very inspirational"
Jack Bohm,Such a wonderful interview.
Ubaldo 23,"Just wow, I've listened to dozens of interviews with Elon and he never ceases to amaze me. He can be funny, insightful, esoteric, and candid all at the same time. It's a privilege to live in a time where we have people like him to gather insight from. 
Oh, and he is funny as hell, he could definitely make a killing on a comedy special!"
Clifton Ellis,What a great interview!
joseph M,"Really brilliant interview! 
Very interesting."
D S,44:00 DevOps for laws? And thus society?
Canal Ten Thousand,"The biological (""real""?) meaning of life is to reproduce ;) I loved this podcast, it was really interested to hear what Tesla and SpaceX will do next"
David Alvarez,Tourism pared with manufacturing
jake dye,"So happy to see Elon back on. I took a vacation from Indianapolis to cocoa beach at cape Canaveral to watch the launch in November but it got delayed so we tried to stay, going to a cheaper air bnb, then a delay, we stayed at quadplex, we stay a night at a motel, delay, so we finally stayed 3 nights at the Jetty Campground right on the waters edge. Sadly two weeks had passed and we had to leave immediately bc we were on borrowed dime and the launch was scheduled for the next day late in the evening. It launched, sad sure, but what I didnt mention was I had the time of my life out there in every other moment other than when checking Kennedy space center website. Hope to see one in person soon, wanted to share a story inspired by the desire to see the beautiful crafts he has made possible. Thank you Elon"
Last Of A Dying Breed,The introduction was absolutely hilarious   
Matin Amin,I just love how Elon thinks before every answer️
A.R.C vrs N.A.R.C,"ELON PAUSES, LATENCY, AS THE SIGNAL THAT IS ELON TRAVELS THE GALAXY."
Michael Schasteen,Thank You Gentlemen for all you do.
Danny Stevens,so if the sun expands mars is safe????????
UX by Kilian,"Two guys that Elon is always so pleased and relaxed to be interviewed by.
Lex and Joe"
King Emils,I love the idea of bringing animals and plants to mars
MonsterPump.ru,"Спасибо, что готовишься к интервью и составляешь список вопросов заранее!"
PEREIRA SPORTS MIND,"For a genius ,Elon has trouble finding the right words . Ain't that funny. Fuck it WE'RE GONNA GET IT DONE! IS A VERY OPTIMISTIC INSIGHTFUL WORK ETHIC!!"
Mark Castle,I love that you left the pauses in… these themselves give a fascinating additional dimension to the discussion. Thank you Lex
Jack Parker,Oh yes.. say hi to Elon musk for me
NickBall,"“Success is part of all possible outcomes”. 
Amazing interview"
Chris 432T,"Everything from rockets to cheeseburgers to dick pics.
Enjoyed this even more than the JR interviews.
Thank you LF! Super cool!"
Ted Fulcrum,"I beg you Lex, when you get Elon over again on your podcast, ask him about Bob Lazar. Other than that, solid 9/10 interview."
Uldis Barbans,"Great episode.

Too bad Elon misunderstood the question about innovation in rocket propulsion at 38:00. I hoped he would drop some insights about nuclear or something (I guess he still had cost per ton problem in his head and kept talking about that)"
D A,Just because he waits for Elon to think in silence so he can answer properly deserves a prize. Great interview
D - WOLF,"""fU#$ that we are gonna get it done"" ..wow"
Patrick McCormick,"Fantastic! We need more people to study how both of these guys approach a problem and systematically dissect it, finding solutions until they run out of segments. It should give us all hope that any of us have such magnificent abilities."
Андрей Петухов,"Very interesting conversation, but maaaaaan they do have hard to understand pronunciation"
Srinivasan Thirumalai,"Lex, yet again you produced a great interview. Elon's brilliance shines and his vision mesmerizes. The occasional long pauses before Elon answers are natural and prepare us to receive thoughtful responses. Spasiba. I cannot wait for the Putin-Elon exchange mediated by Lex."
Om,"Elon should be a regular guest,
Easyly the best Duo , full with insight"
Charles Mwangi,Elon Musk's thought process pauses got me looking at my WiFi Connection. Thought YouTube was buffering Love this guy!
Discovering Diamonds,Don't question lex or he will block you.
SN00PY,As brilliant as these guys are they make for a perfect example for why we cannot allow ourselves to be ruled by intellectuals.
Dion Wall,"SUPER WEALTHY PERSONALLY, BUT CHARGED 1.6BIL IN AUSTRALIA TO BE ABLE TO LAUNCH??"
Stephen Greene,"This conversation brings great hope. 
May I express my heartfelt gratitude to Lex and to Elon both. They have hinted at our next stage of evolution into homo deus: many systems currently operate sub-optimally, our choice is between stealing the last of the pie and baking more to share."
louis p constant,Are we all just going to ignore how playful and awesome Elon is at the start? :)
JV's youtube,"fun to see Elon having abit of fun, not taking everything so super serious i say, very interesting intervjue"
John Glenn,"King Boss Musk 

Doge Father "
Georg,Brilliant...there is hope for mankind! My 6 months old grandchild's generation will be privileged...but only if people like these two dominate it.
Jay London,"Did you actually listen to it? They didn’t talk about anything. The whole video is ASMR.. 

If you focus on what they are saying they are not actually talking about anything or any particular subject. "
doc vranici,So entertaining. Just discovered this podcast. I was a big Charlie Rose fan and was very disappointed when we lost his show. This is first time I’ve had the intellectual void filled by a great interview show. Thank you Lex!
Skyler Sopp,"Wow - Everyday Astronaut got quite the shoutout! I couldn’t agree more, he’s got the best rocket channel on YouTube by far"
JustJoseph,I’m so pumped. Someone that is smart enough to interview Elon
ragemachine420,When Elon takes those long pauses to think about/answer certain questions I honestly thought I was buffering  then I thought he was a robot then I thought he was angry with question and was gonna storm off set lol
Peter Fang,This video will one day be viewed by citizens of Mars and they will be bewildered by how visionary Elon was. The Father of Mars civilization.
Ziad Abosamra,"What is the meaning of ""Zero sum mindset""?"
Travis R.,This is why I buy Tesla stock whenever possible.  100% love the way this man thinks.
Debra Boaze,I say take the human off of word human-beings.... I guess I should pray for some extra hope.
Philippe Meyer,"Elon's knowledge and eloquence, boggles the mind."
ISPY4ever,Your channel is gold Lex. Thanks.
Marilin Umaña,I just want to say thay I love when Elon Laughs 
Mind's Eye View,I think I got the event horizon
Kadirbek Janat,"i'm pretty much sure, some of the engineers, who works at tesla or space x, that're watching the podcast thinking ""I could be a CEO of the company."""
mike tobolski,"I live near Buffalo NY., Where can I find a TESLA store ?"
Chuckles McGee,"I love to see Elon nerding out on things like WWII history, great questions Lex!"
La Musica,"“Elon Musk and his Tesla executives need to consider human rights in Xinjiang or risk being complicit.”

The tech billionaires have a lot of power, we need to see them making a stand"
Robert Mearns,"I wish you would ask Elon about the secret space program? He must have a classified clearance to be working with NASA. Items of interest: jump room/teleportation technology, unity/toroidal energy, the physics we never hear about, and finally, his thoughts on  Len Kasten & Andrew Basiago.  I feel the same way about accepting cookies."
AXX Is,Don't know Elon but it's disturbing the way people kowtow and idolize him. In I would have no respect for them if I in were him
Bert Lewis,"It must be very satisfying to propose an application for the products of Mr Musk's(I don't feel like I can call him Elon) engineering that he himself has not considered. Lex,(I'm a subscriber so I do feel I can call you by your first name) you may have just changed all our future!"
Mind's Eye View,Mind controlled saber tooth
Mark Lucas,Fantastic! This conversation between these two people at this time in history is just wonderful!
chevyvettz06,"I feel that it's such a privilege to be alive in the same span of time as Elon Musk. I believe that much like Leonidas, people will still be talking about his legacy thousands of years from now."
Kevin Michael Callihan Sr,"What an interesting fellow of the craft with so much knowledge while inspiring all with his virtues of truth and integrity, is indeed inspiring to watch and hear. I like the delays, at times, in thought processes, in order to answer things in a deliberate way. That works, and you can see it working. Thank you kindly, Lex Fridman for a good interview."
Amin Ababneh,@Lex Fridman please get John Carmack on the broad cast and have him prepare something on the though of fast processing for something like a Tesla car... He is the man!
Matthew Sharp,I am convinced now that Elon Musk will go down as the 21st Century's most influential figure. Who else in this century so far could claim to make such an impact on the direction of the human race?
David Alvarez,Do we understand space?
Mathew Hegan,"""So you're saying there's a chance."" Love the Dumb and Dumber reference Lex!"
Michael Inzinna,#tesla
Person of Interest,I'm going to love this. Elon has small children - I believe he is making the world a better place for them. And therefore my grandchildren. Thank you Lex for your high-quality Interviews. Love from the granny in South Africa 🇿🇦
Neura Pod - Neuralink,Great questions Lex. Thank you
Gera Castro,I would like to hear Elon to explain why he is not down with smart contracts he totally dodged the question.
Serban Nicolau,Somebody is way too happy.
Alexander McCarthy,Direct Democracy!! I'm so glad Elon said that. I'm Swiss and we do have the best political system.
quellenathanar,This is what people who are afraid of dislike technology don't get. Grow the pie. There's enough for everyone to eat. Do away with poverty by making the bottom floor a comfortable existence.
Mr. L,This is the most comfortable i’ve seen Elon talking with another person lol.  I’m assuming they’re legit friends.
D-railed,"As a an aerospace tool and die maker, it's very easy to become jaded and frustrated with engineers in the feild. so many times they try to make all the faults of their designs fall on the shop floor for whatever reason and it's like pulling teeth sometimes to get them to admit their design is flawed in someway and rework it. Elon seems like he would be a pleasure to work with and really listens to input from the people who manufacture and assemble the products they are creating.  It's such an iterative process, even the guy de burring the parts can give you valuable insight how to improve.  I enjoy my work the most getting sincerely asked for input rather then being treated like another piece of shop equipment... do that and I will just make whatever you put on the print to a tee, even if I see obvious problems with it."
A A,Elon’s silence before replying questions is like as he is mentat from the Dune universe.
Brian Brett,Act quickly. While the window is open. Just in case. It closes.
Loop,"I wish somebody would ask him how far into the future he thinks it'll be before we have spacecraft that are meant to stay in space and are not constrained by aerodynamics and conventional mass and density limitations current spacecraft are limited to.  However, as always, amazing content from Lex Fridman."
Lou Belle,Pave the way to hell with cookies......a tasty way to get people to go down the rabbit hole.
Hugo E Wada,I watched A LOT of Elon Musk and you are probably the most suitable interviewer for him. Much love :D
Martin Huyton,"Elon, as much as I love you, it's impossible to bring things from Earth to Mars. We can take them because our journey would originate on Earth. If we were on Mars and we could do something from there to cause objects on Earth to travel to Mars, then we would be able to bring things to Mars. Grammar!"
Nick G,"Lex, I just finished watching and I feel the need to congratulate you on what is, in my opinion, the best Elon Musk interview to date. Thank you for not asking the same 10 basic questions Elon is asked in every interview. The only question I would love Elon to answer that you didn't quite cover are his thoughts on the possibility of his technology, although conceived with humanity's best interest in mind, being used for nefarious purposes and what steps he is taking if any to prevent the technologies his companies are pioneering from being used in such a way to enslave or harm humanity."
frying2012,"Always wondering how.. and why.. Elon is making free so much time for doing these loooooong interviews. I really don't know any person in his position that does this kind of thing so often. And if, then it's typically on a large network tv channel. Btw. Elon is wearing the same shirt as with the ""FULL INTERVIEW: Elon Musk Sits Down With The Babylon Bee"" interview, released a few days before this one."
William Cox,Thank God for YouTube! If it weren't for such place I believe that the world would not be as smart as it is. I mean if I need to rebuild my engine in my car I can. It may not be fast but I could do it.To provide this access to true geniuses is priceless. I can only hope that the rest of world gets to see this man's ideals and follow suit.
Hiki Stewart,"Everything was normal until the nonsense about communism and Stalin began. The presenter began to read Solzhenitsyn, you can't find a bigger pizdobol.
Later, they began to praise Soviet science, which was actually created under the leadership of Stalin, like almost everything else Soviet. The presenter became disgusting to me when he was carried away by a lie."
Chris Hopf,Would be interesting to hear his thoughts on (a) why a civilization on Mars would play out diff than the USA has since 1500's to now ... (b) why a democracy is not subject to same and/or diff special interests influence that caused him to favor it over a republic .... (c) how much more time a civilization on Mars has if the expanding sun makes earth unlivable [ref: 32:42 mark]? 
David Alvarez,Like cells in a body
Jack Harle,I like that Elon actually thinks about the answers to questions. I believe he's incapable of telling something he doesn't think is true.
Mike Mancuso,"I was really hoping to learn something new… I could’ve given these answers last year. Hard to build a robot? Ever hear of a 3d printer? 5-10 years? China’s prob there now building the first all you can eat buffets. Last question, will 1 BTC be enough to get my wife to Mars."
Cliff Kung,"you did ask great bunch of questions, thank you."
Laurence,great interview but LEX is pailful to listen to.
fred mitchell,Thats funny how elon musk makes IcE and E-engines hes literally the best manufacturer of both
Danny Meske,Must have been good weed!
Derek Johnson,"2:55 Elon that's amazing. No matter what religious belief anyone has, that shows how truly invested and passionate you are about what you're working on. Seriously so cool. I'm so glad Elon has been doing these podcasts lately."
adag1o,"Elon forgot about honks, we need microphones and AI for honking interpretation :)"
Josh Shaw,"Best insight from Elon, ""this is slightly funny,  but this is not an lol situation. ""  "
divij sharma,"Man, that laugh is little wired or don't know but something unusual"
Purplz,"“I don’t care about optimism or pessimism, fuck that. Let’s get it done.” - Elon Musk 2021"
l,
Regina Schmidt,"First full interview with Elon Musk I have watched and this definitely changed my view of him to a much more positive one. Awesome talk, Lex! I mean everyone is presenting themselves in interviews to look good, but I feel like there may actually be a big impactful depth with this man that I didn't really believe in before this interview. I also didn't know that Elon Musk supports direct democracy! Thumbs up! I live in Germany and literally the only time I felt like I had any fair political democratic agency for my life and environment was when the city of Hamburg allowed its citizens to vote whether or not they want to get a cable car in their harbor. I might be happy because the outcome was supporting my view, but even before I knew the outcome this was an impactful experience that really for once didn't leave me feel political resignation, but made me feel quite alive. Also the topic of the cleansing functions of wars on rules and regulations makes sense. Hopefully we can maintain peace and make the world live in peace fully in the future, but rules and regulations are starting to get really dysfunctional and there should be a better process."
Zamix,I really admire Elon
Christian Fulton,"Amazing interview Lex. Thank you for putting the time into your questions that allowed Elon to explore and not just explain. This interview captured something that many people miss. Elon had a beautiful mind not just from a purely intellectual level, but a mind that cares deeply about humanity as a whole and of the human condition."
G F,"I think elon on the part of smart contracts, when he says keep contracts simple and in plain language, he's missing a problem, we are humans, we make mistakes and have loads of flaws, we'll never do things easy"
Sue Annah,"Lex, I enjoyed the podcast video you posted online with Elon Musk.  I would like to ask you questions but since social media has been infested with posers, it's been difficult for me to trust it.  Anyway I can contact you directly please?"
Nonya,There won't be humans on Mars because there was never meant to be. God always wins.
Todd Lee,"In the far future, I wonder how World Governments would eventually react to their populations leaving to colonize Mars & create their own colonial Governments…(ie 1620-1700’s colonization of America / 13 colonies of America vs. British rule, taxes, etc.)  Will authorizations by Governments be needed prior? So many questions "
buzzcrushtrendkill,"Crypto (BTC) was made to be a currency.  But it isn't.  Your not going to use it to buy dinner. You have to turn it back into fiat to use as a payment system.  It's a speculative investment.  It only increases in value if more people buy it after you did.  It's not a digital asset, storage of value nor hedge against inflation. It has no utility.  It's a digital tulip.  All the crypto coins will disappear in value as it becomes more apparent to the general population. Crypto will be adopted by banks and a national crypto currency will be adopted.  That will be the future of crypto."
scouttis,"Hi Lex, Thank you for this amazing podcast! I'm amazed by your calm composure, intelligence and the excellent way you handle these conversations! Cheers from Finland!"
Lincoln,Elon has heard about technology that bends Space. That is the answer to intergalactic travel
Sam-Nicolai Johnston,"I feel like he's underestimating the complexity of solving real-world problems for a humanoid. It seems much more complex than for a car.

It seems much more complex on both the movement in & interaction with the world (i.e. the  under-actuated dynamics of the robot & it's grasp on objects) and also on the decision making process. i.e. going from A to B on 2d roads for which we have high quality GPS maps is not the same as the hundreds of thousands of things that a humanoid needs to do to accomplish a task."
Bert Battersby,"We do not need cookies, because cookies are an intuitive mechanism to look at what or where you have been on or in the WWW web."
2002RM,"The problem with some of these ""Engineering"" type responses is that the solutions are superficial when humans operate in such a more dynamic way. For example, the discussion on money or currency in Mars. I completely get Musk's pragmatic reasoning about being unable to synchronise currency due to light speed delay etc etc. I don't think he understands why the discussion of having a currency in the first place is a fundamental question to a civilisation in Mars."
Daniel Persson,"1.50-2.00,the only way that happendes is if we get to a point where people live their lives without greed"
Eric Perkins,"Congrats on getting this time with Elon, and thank you for bringing it to us. It is very appreciated."
d4ro,"soo interesting what Elon musk says, every thought is a gem, although he kinda lost his ""dreamer"" attitude"
Luke Williams,"I'm not a huge fan of Elon the twitter personality, but I am a huge fan of Elon the engineer. Overlooking the hair cut resembling the leader of the North, this was a great interview between two great minds."
B.,"Elon Musk way of operating;
If  need_money :
     find_a_grandiose_project_which_is_totally_impractical_in_near_future()
     set_twitter_mode (overdrive)"
Prem Chettri,"Commenting on Robot part -> If they release a robot capable of self learning, I would buy 200 of em and turn em to terminator !!"
covid 19,ELON MUSK IS NOAH AND HES BUILDING THE ARK... THE TRUTH COMES OUT  LOL
Saravana Prabhu Karunakaran,"Loved this interview, very detailed, insightful and perfectly answered by Elon ,  By far the best interview of Elon. Kudos Lex!"
mrflorida55,"Best quote ever "" I don't care about optimism or pessimism F that we will get it done or die trying"""
Pixel Bender,"Love these interviews two great minds just vibing, one more for the books!"
Matt,Totally agree on laws being simple and easy and the idea of them fading out on own os genius! Idk about mars though I think the have better chance of throwing bacteria and minerals at it and see what sticks and evolves. That seems more likely to me than humans skipping steps to try and survive at this point in time at least. But.. both have the same effect I suppose even if the humans and large animals don’t survive something might. I’m still curious about water there
Betty Leister,I would just love to connect with these two humans!…………
Fred Hampton,America has never been to the moon
Betty Leister,I would love to connect with these two humans!….
joe,Accept the cookies. Got it.
Juan Ozores Arriola,Thank you Lex for this amazing gift. Thank you Elon for doing what you are doing for humanity.
JJ rog,Not to mention that everytime I'm driving a two-lane highway the car believes I am about to have a head on collision when a car passes in the opposite direction... effectively making auto pilot ineffective...useless...even dangerous. It auto applying the brakes almost causing a rear end collision by a concrete truck....
Igor Escobar,Now I can't stop thinking that Elon managed to accomplish all that while watching Rick & Morty.
auctionmusic,"Its not that you are accepting a cookie, the website is really asking you if it can ""bake"" a cookie and leave it on your computer."
Florencio Vela,We love spacex & we just got our S dual motor fsd while the tri/4? motor fsd cybertruck gets here. i'm all in TSLA & i love all Elon Musk does & will keep doing..we've drove from California to Boca Chica to see the Star Ship & it was so awesome to see it getting built in person!! we have LOTS of SOLAR & backup battery system to charge them both
David Alvarez,Brings a rise in productivity and demand I. Affected societies
NEO STARK,That’s how an interview should be done. Great work lex!
knvL1,Important interview. Thank you.
MoonMechanix,“The Holy Grail of Rocketry”… for some reason i feel like thats a good name for a metal band
jso,"imagine working on self driving electric cars and reusable spaceships at the same time, geeesh"
KANNAPOD® la vape qui relax !,"the strength of a man is credibility, and the problem is that if Elon really said what he thinks, he would no longer be credible when he has reson, in fact credibility and defined by others according to of their understanding conditioned by their reality so we will never have sincerity and truth from the best of us."
Geo Leno,"I am dreaming that time  back more than 12 years ago, in which I mining BTC from may leaptop. In order BTC to be sustainable today, have to be like 12 years ago in term of efficiency."
Nyanko,Listening to this podcast while working is a bliss. So inspiring. Thank you the both of you :)
Sandy Adkins,Ha ha ha keep singing Elon  ️love to hear your laugh thanks
Waggles72,Could listen to these 2 for hours. They mesh so well together
a1,"Elon: Humans on Mars, best case is about 5 years, worst case 10 years. And than we will focus on the more difficult task: launching the Cybertruck."
James Ross,"Lex - ""So you're saying there's a chance"" lmao I can't be the only one who caught that reference :P"
David Alvarez,Brings up inflation
Vegas Cycling Freak,"1:14:30 My problem with self driving cars is that they don't have human intuition. As a human you can get a feeling, like someone is not going to stop at a stop sign or a red light, and indeed they don't. You correctly made a prediction, were prepared for it and didn't get into an ""accident"". Or, as happens quite often here in Las Vegas,  when you see a car weaving around and going too fast your intuition may tell you that that person is driving while drunk. You might quickly turn onto a side street to avoid being killed by them. What happens when a drunk is driving on the wrong side of the freeway at 2 AM and coming straight at you? Human intuition has literally saved my life a few times. What is a self driving car going to do to predict such things? A machine can only respond/react to what its sensors are telling it."
David Alvarez,"Anyway you got the word of the pattern so if im gone by these stupid game you can keep old wisdom safe 4 is fair
0 is nothing"
Jaimal Hanson,Thank you for this historic interview! So much to process and appreciate! Cheers! 
No Comment,Glad you're getting all of the EV chatter out of the way ;)
thinknima,"Lex ""sometimes I wish we never did figure out object permanence"" Fridman"
David Alvarez,Harmony a phisical philosophical pattern
Ashley Meyer,"One question for Elon I didn't here you discuss was, ""what is his motivation for or drive to extend the life of humanity, i.e. continue to explore space travel and establishing a self sufficient civilization there?"" He mentions to not do this, ""It would be a tragedy"",  but why? Why is there a need to move beyond our world and the enumourous things we could focus on here? If the earth has 10% of its life left due to the sun, then that amount of time is longer than we can conceive in terms of the existence of humans at all. Why the need to solve the potential survivability of humans 1.5 million years from now?  Interesting he focuses on this futuristic problem?"
Jamie Lake-Boyd,The sandwich was first. From Mr sandwich.
Hing Yon,Thanks both for your time and the insightful information you’ve shared. I’m more hopeful after this interview!
John,There was also a time we didn’t have any current motive going faster than running. Times Will change
Human Design Festival,Great talk. Did Elon get a bit moved in the opening questions around the Inspiration4 Mission ? Seems like he is choking a bit there in the beginning. Cute!
n n,
pam gyang,"If the economics is right, he'll set up a gigafactory in Russia at the right time."
Pia Wintrich,It is great. Yor are wonderful.
Jillian Cornelious,"Love this interview, Elon is so chilled and relaxed . Lex, you are a legend!"
AK K,"Damn, AI are holding 2 hour conversations now?"
Fabiola Martinez,This episode made my day. Thank you Lex!
Topher Dean,"I'm surprised Fridman didn't have something to say about Musk's assertion that England and America had the best fuel, so better engines could be made and that was a pivotal role in winning the war.  Well, a lot of people point to a lot of pivotal roles in winning the war, but not many people ever mention the greatest factor in winning, anything; passion.  America likes to say ""they"" won the war.  You hardly ever hear anyone in America say, Russia won the war, but Russia won the war and the reason they were the decisive factor in winning that war was their passion, not better technology.  They were like, no fcking way you are taking over our country, that is not going to happen.  The end result is they sacrificed nearly every adult male in the country.  Women took over everything in society while the men fought to the death.  The Germans only had this idealistic desire for control and greed, it's not enough to generate the kind of passion it takes to win.  Russia's entire identity, culture, way of life were on the line and they fought with everything they had, down to the bitter end, to the death.  That's what wins.  That's why after 20 years of war, the world's largest war machine failed to overthrow the Taliban.  That's their country, their way of life, they just care more about it than America does, so they picked up our rubbish and unexploded ordinances and beat us with it until we gave up.  It's also funny that Musk views war as tiny blips in time.  America has been at war for it's entire history, except for just a handful of years.  That only a small percentage of people participate in this activity is another matter."
